snapshot_time: 979.6092565 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -158806206.7, -1198488075, 0, 13.96251728, -1.784236323, 0
1, 0.0009478064836, -4.098941622e+10, 8.044442184e+11, 0, -12859.0967, -536.2755953, 0
2, 0.0002837732003, 1.189155009e+12, 5.57355383e+11, 0, -4243.096641, 9098.520004, 0
3, 4.33474424e-05, -1.084550749e+12, 1.961645283e+12, 0, -6732.967423, -3762.867311, 0
4, 5.113210577e-05, -1.818664913e+12, 3.740243719e+12, 0, -5087.466977, -2516.025047, 0
snapshot_time: 43102.80728 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 851807156.2, -482274189.7, 0, 4.50809053, 14.00093868, 0
1, 0.0009478064836, -7.897986933e+11, 1.325212603e+11, 0, -2349.543547, -12732.60311, 0
2, 0.0002837732003, -9.360264556e+11, 9.331546729e+11, 0, -6979.069178, -7134.820927, 0
3, 4.33474424e-05, -1.17662025e+12, 1.908983949e+12, 0, -6540.838622, -4080.902477, 0
4, 5.113210577e-05, 4.195434764e+12, 1.657724996e+11, 0, -219.0112594, 5617.582589, 0
snapshot_time: 44082.41654 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 585574129, 1154435509, 0, -13.83603413, 6.452423168, 0
1, 0.0009478064836, -3.230154234e+11, -7.33198979e+11, 0, 11794.5702, -5323.694486, 0
2, 0.0002837732003, -5.132403873e+11, -1.200158996e+12, 0, 9317.983344, -3873.392646, 0
3, 4.33474424e-05, -1.266290486e+12, 1.849361394e+12, 0, -6342.957839, -4391.803703, 0
4, 5.113210577e-05, -1.527556672e+12, -3.863835379e+12, 0, 5270.146151, -2121.880873, 0
snapshot_time: 45062.0258 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -785150205.8, 255444705.8, 0, -6.960367691, -12.28076696, 0
1, 0.0009478064836, 6.539983777e+11, -4.798723036e+11, 0, 7529.552258, 10336.98535, 0
2, 0.0002837732003, 1.291644267e+12, -1.198353184e+11, 0, 1032.269969, 10108.49704, 0
3, 4.33474424e-05, -1.354960065e+12, 1.784323002e+12, 0, -6120.888812, -4698.540208, 0
4, 5.113210577e-05, -2.807528152e+12, 3.058358764e+12, 0, -4166.194457, -3869.010473, 0
snapshot_time: 46041.63505 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -638194797.8, -1007193264, 0, 11.0108484, -8.417254861, 0
1, 0.0009478064836, 6.233007882e+11, 5.323032836e+11, 0, -8302.230406, 9538.451166, 0
2, 0.0002837732003, -3.32896303e+11, 1.263702688e+12, 0, -9798.064083, -2434.264858, 0
3, 4.33474424e-05, -1.440979423e+12, 1.71721597e+12, 0, -5883.79546, -4986.543738, 0
4, 5.113210577e-05, 3.980078743e+12, 1.335663495e+12, 0, -1796.602559, 5327.773352, 0
snapshot_time: 47021.24431 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 732464827, -328498060.1, 0, 8.930617599, 8.047490532, 0
1, 0.0009478064836, -3.699357121e+11, 7.310841985e+11, 0, -11258.15397, -5794.216762, 0
2, 0.0002837732003, -1.044993203e+12, -7.901739334e+11, 0, 6017.754648, -8068.789846, 0
3, 4.33474424e-05, -1.519426917e+12, 1.647310849e+12, 0, -5642.38057, -5263.218339, 0
4, 5.113210577e-05, -3.610594986e+11, -4.146913437e+12, 0, 5645.79782, -531.3588764, 0
snapshot_time: 48000.85357 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 692509112.6, 252099224, 0, -4.688245899, 9.905584381, 0
1, 0.0009478064836, -7.762636367e+11, -2.20696684e+11, 0, 3527.935778, -12364.32229, 0
2, 0.0002837732003, 1.041483806e+12, -7.720450421e+11, 0, 6058.426497, 8166.080144, 0
3, 4.33474424e-05, -1.597910655e+12, 1.56961285e+12, 0, -5377.8718, -5536.416176, 0
4, 5.113210577e-05, -3.561812027e+12, 2.121168524e+12, 0, -2891.98893, -4904.733818, 0
snapshot_time: 48980.46282 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -282310236, 218910943.9, 0, -9.231141833, -1.858553442, 0
1, 0.0009478064836, 6.050030559e+10, -7.925405403e+11, 0, 13025.11311, 971.3328503, 0
2, 0.0002837732003, 4.26815086e+11, 1.217223871e+12, 0, -9656.081419, 3351.212035, 0
3, 4.33474424e-05, -1.674173924e+12, 1.489088243e+12, 0, -5099.850454, -5791.825289, 0
4, 5.113210577e-05, 3.442959492e+12, 2.397529434e+12, 0, -3230.51939, 4606.302878, 0
snapshot_time: 49960.07208 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -345122796.1, 304259458.8, 0, -2.408745092, -9.120487404, 0
1, 0.0009478064836, 7.824049244e+11, -1.34231487e+11, 0, 2222.424502, 12884.69233, 0
2, 0.0002837732003, -1.283189109e+12, -1.015014489e+11, 0, 789.8347039, -10214.17028, 0
3, 4.33474424e-05, -1.741590652e+12, 1.409897283e+12, 0, -4819.998991, -6026.680396, 0
4, 5.113210577e-05, 8.355780122e+11, -4.086328248e+12, 0, 5552.740368, 1094.168357, 0
snapshot_time: 50939.68134 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -148969714.9, -480224148.3, 0, 8.941067876, -5.183417524, 0
1, 0.0009478064836, 3.023565765e+11, 7.464953498e+11, 0, -11944.14438, 4841.247175, 0
2, 0.0002837732003, 5.143991974e+11, -1.186391872e+12, 0, 9365.055284, 4024.995324, 0
3, 4.33474424e-05, -1.807800029e+12, 1.321218499e+12, 0, -4520.594271, -6259.210138, 0
4, 5.113210577e-05, -4.017291034e+12, 1.006197305e+12, 0, -1370.36243, -5532.463517, 0
snapshot_time: 51919.29059 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 307489459.6, -875776101.1, 0, 8.789540445, 7.952180538, 0
1, 0.0009478064836, -6.866056701e+11, 4.450101473e+11, 0, -6937.480478, -10612.33135, 0
2, 0.0002837732003, 1.023615761e+12, 8.195136155e+11, 0, -6324.934971, 7816.055847, 0
3, 4.33474424e-05, -1.871245927e+12, 1.230182088e+12, 0, -4207.06631, -6473.74327, 0
4, 5.113210577e-05, 2.627050034e+12, 3.265072258e+12, 0, -4405.909171, 3509.224095, 0
snapshot_time: 52898.89985 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 867323844.7, 492261667.7, 0, -6.921310864, 11.38159737, 0
1, 0.0009478064836, -5.926828855e+11, -5.676059362e+11, 0, 8670.520484, -9188.198244, 0
2, 0.0002837732003, -1.132189177e+12, 6.537170606e+11, 0, -4908.119586, -8820.599146, 0
3, 4.33474424e-05, -1.927251728e+12, 1.141733904e+12, 0, -3896.656429, -6662.420478, 0
4, 5.113210577e-05, 1.963567463e+12, -3.689011744e+12, 0, 5003.904178, 2620.226656, 0
snapshot_time: 53878.50911 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -38595484.85, 992998132.1, 0, -13.18872343, -5.091965045, 0
1, 0.0009478064836, 4.126025174e+11, -7.00614509e+11, 0, 11025.78586, 6414.089455, 0
2, 0.0002837732003, -1.949030445e+11, -1.279422176e+12, 0, 10084.60385, -1430.282463, 0
3, 4.33474424e-05, -1.979167225e+12, 1.045395628e+12, 0, -3567.108162, -6851.031065, 0
4, 5.113210577e-05, -4.134837296e+12, -1.933009282e+11, 0, 270.0413785, -5696.074177, 0
snapshot_time: 54858.11836 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -1083287387, -535424794.6, 0, 4.739102358, -14.26566765, 0
1, 0.0009478064836, 7.619741762e+11, 2.514157354e+11, 0, -4119.653097, 12248.99324, 0
2, 0.0002837732003, 1.289271498e+12, 2.031520226e+11, 0, -1483.524378, 9982.588557, 0
3, 4.33474424e-05, -2.028105967e+12, 9.466840321e+11, 0, -3227.97724, -7018.095565, 0
4, 5.113210577e-05, 1.597808774e+12, 3.867157296e+12, 0, -5227.1482, 2121.968345, 0
snapshot_time: 55837.72762 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 180856692.9, -967108098.9, 0, 14.65561743, 2.571687128, 0
1, 0.0009478064836, -5.820523312e+10, 7.972967788e+11, 0, -12920.01137, -1139.591616, 0
2, 0.0002837732003, -6.538052506e+11, 1.149428966e+12, 0, -8711.562302, -4857.160291, 0
3, 4.33474424e-05, -2.071139049e+12, 8.493581391e+11, 0, -2893.978228, -7162.177167, 0
4, 5.113210577e-05, 2.930867371e+12, -2.989355418e+12, 0, 4049.154619, 3923.745813, 0
snapshot_time: 56817.33687 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 1280670292, 207039417.3, 0, -0.4149530517, 14.50936699, 0
1, 0.0009478064836, -7.933595998e+11, 1.263388367e+11, 0, -1877.576242, -12765.54634, 0
2, 0.0002837732003, -8.315753543e+11, -1.016935291e+12, 0, 7778.817956, -6341.199247, 0
3, 4.33474424e-05, -2.108914996e+12, 7.486710458e+11, 0, -2537.942342, -7296.875737, 0
4, 5.113210577e-05, -3.904118569e+12, -1.376505614e+12, 0, 1888.734636, -5380.099474, 0
snapshot_time: 57796.94613 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -24443986.18, 629387435.7, 0, -12.28320813, 1.525699823, 0
1, 0.0009478064836, -2.561637449e+11, -7.669252498e+11, 0, 12155.16581, -4115.230965, 0
2, 0.0002837732003, 1.189924458e+12, -5.002565214e+11, 0, 3976.171132, 9408.20372, 0
3, 4.33474424e-05, -2.142584819e+12, 6.442204787e+11, 0, -2181.4018, -7413.412638, 0
4, 5.113210577e-05, 4.383181729e+11, 4.153515215e+12, 0, -5624.601402, 553.9051063, 0
snapshot_time: 58776.55539 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -781402539.8, 91554787.98, 0, -3.306756022, -10.59300576, 0
1, 0.0009478064836, 7.057257542e+11, -3.967416656e+11, 0, 6472.988933, 11059.42559, 0
2, 0.0002837732003, 6.507953298e+10, 1.289062187e+12, 0, -10202.85278, 605.1007227, 0
3, 4.33474424e-05, -2.170977342e+12, 5.400514567e+11, 0, -1824.405293, -7511.306289, 0
4, 5.113210577e-05, 3.659411124e+12, -2.045881076e+12, 0, 2769.48653, 4901.970611, 0
snapshot_time: 59756.16464 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 84294291.32, -322791629.2, 0, 7.621624111, -5.239911462, 0
1, 0.0009478064836, 5.563108428e+11, 5.872024528e+11, 0, -9176.405542, 8977.708163, 0
2, 0.0002837732003, -1.216803082e+12, -4.515225363e+11, 0, 3446.008683, -9555.017001, 0
3, 4.33474424e-05, -2.194957272e+12, 4.360027076e+11, 0, -1455.134177, -7587.278469, 0
4, 5.113210577e-05, -3.344584464e+12, -2.443871751e+12, 0, 3346.834887, -4611.977202, 0
snapshot_time: 60735.7739 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 333072934.8, -572239938.3, 0, 8.227650106, 5.291653255, 0
1, 0.0009478064836, -4.408446812e+11, 6.785586733e+11, 0, -10758.53781, -6983.683591, 0
2, 0.0002837732003, 7.746254005e+11, -1.041157574e+12, 0, 8146.427453, 6064.421262, 0
3, 4.33474424e-05, -2.212586099e+12, 3.276078934e+11, 0, -1086.702176, -7652.97176, 0
4, 5.113210577e-05, -7.569372022e+11, 4.098999161e+12, 0, -5561.278678, -1068.586906, 0
snapshot_time: 61715.38316 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 391076523.7, 1196064.354, 0, -1.945921074, 9.707477406, 0
1, 0.0009478064836, -7.654726965e+11, -2.713641057e+11, 0, 4454.762076, -11980.65646, 0
2, 0.0002837732003, 7.831763352e+11, 1.037318059e+12, 0, -8150.533303, 6041.225529, 0
3, 4.33474424e-05, -2.225354514e+12, 2.194711395e+11, 0, -713.7326255, -7699.76174, 0
4, 5.113210577e-05, 4.090991772e+12, -9.362101299e+11, 0, 1269.841933, 5479.262547, 0
snapshot_time: 62694.99241 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 507863962.4, 843982477.9, 0, -11.57366069, 1.988929897, 0
1, 0.0009478064836, 7.745173285e+10, -8.095851687e+11, 0, 12675.38502, 1417.62772, 0
2, 0.0002837732003, -1.253513189e+12, 3.122742396e+11, 0, -2367.147034, -9932.145138, 0
3, 4.33474424e-05, -2.234536256e+12, 1.127953052e+11, 0, -343.9081861, -7718.827068, 0
4, 5.113210577e-05, -2.503806088e+12, -3.305901035e+12, 0, 4520.479839, -3458.906633, 0
snapshot_time: 63674.60167 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -609188845.1, 250072707.7, 0, -3.764518391, -11.95516312, 0
1, 0.0009478064836, 8.056250329e+11, -7.897868761e+10, 0, 1198.409801, 12761.40451, 0
2, 0.0002837732003, 1.350920358e+11, -1.284598344e+12, 0, 10147.8422, 1101.977011, 0
3, 4.33474424e-05, -2.235875122e+12, 3330765927, 0, 35.71485824, -7732.498575, 0
4, 5.113210577e-05, -1.88945153e+12, 3.706196296e+12, 0, -5037.304136, -2612.049175, 0
snapshot_time: 64654.21093 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -661208441.3, -886182202.8, 0, 12.91251756, -5.930640998, 0
1, 0.0009478064836, 2.103202118e+11, 7.731784277e+11, 0, -12451.31042, 3522.242671, 0
2, 0.0002837732003, 1.210278962e+12, 5.074945784e+11, 0, -3858.580289, 9276.109603, 0
3, 4.33474424e-05, -2.232584297e+12, -1.055672623e+11, 0, 411.2025083, -7725.642605, 0
4, 5.113210577e-05, 4.191512592e+12, 2.492809219e+11, 0, -329.0486538, 5611.889268, 0
snapshot_time: 65633.82018 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 1095312480, -424165357, 0, 7.758004168, 13.19318416, 0
1, 0.0009478064836, -6.992483574e+11, 3.808772722e+11, 0, -6359.970492, -11359.32362, 0
2, 0.0002837732003, -9.173810762e+11, 9.541736742e+11, 0, -7135.919009, -6950.576396, 0
3, 4.33474424e-05, -2.225698036e+12, -2.123963382e+11, 0, 777.3285929, -7693.863847, 0
4, 5.113210577e-05, -1.453126577e+12, -3.891041317e+12, 0, 5311.575488, -2021.274243, 0
snapshot_time: 66613.42944 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 916759203.4, 755824382, 0, -11.45331822, 10.08282089, 0
1, 0.0009478064836, -5.414986228e+11, -5.906344161e+11, 0, 9503.84096, -8781.402992, 0
2, 0.0002837732003, -5.636102432e+11, -1.179831143e+12, 0, 9124.406723, -4274.729102, 0
3, 4.33474424e-05, -2.21196654e+12, -3.208216685e+11, 0, 1159.401687, -7647.900353, 0
4, 5.113210577e-05, -2.864874099e+12, 3.005866336e+12, 0, -4091.183711, -3946.821628, 0
snapshot_time: 67593.0387 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -920910407.8, 625543994.8, 0, -10.20760164, -9.891678369, 0
1, 0.0009478064836, 4.744064196e+11, -6.610301871e+11, 0, 10328.60221, 7464.362916, 0
2, 0.0002837732003, 1.279039087e+12, -1.832415804e+11, 0, 1534.822455, 10086.14623, 0
3, 4.33474424e-05, -2.192864316e+12, -4.272360744e+11, 0, 1526.280025, -7588.03623, 0
4, 5.113210577e-05, 3.953324203e+12, 1.414626938e+12, 0, -1900.023566, 5290.879696, 0
snapshot_time: 68572.64795 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -525482443.8, -426266556.9, 0, 7.091223498, -10.0682347, 0
1, 0.0009478064836, 7.582197391e+11, 3.173768164e+11, 0, -4905.253758, 11626.23548, 0
2, 0.0002837732003, -3.01021757e+11, 1.269376778e+12, 0, -9879.5973, -2176.302049, 0
3, 4.33474424e-05, -2.170061065e+12, -5.315003569e+11, 0, 1885.427811, -7505.467586, 0
4, 5.113210577e-05, -2.810652186e+11, -4.15172475e+12, 0, 5656.869886, -422.8011854, 0
snapshot_time: 69552.25721 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 708476503.9, -631728432, 0, 10.29715785, 4.881547841, 0
1, 0.0009478064836, -1.322061279e+11, 8.079227789e+11, 0, -12504.71589, -2052.393373, 0
2, 0.0002837732003, -1.075724288e+12, -7.48044488e+11, 0, 5687.103266, -8300.763789, 0
3, 4.33474424e-05, -2.141710607e+12, -6.380374543e+11, 0, 2255.657463, -7399.458485, 0
4, 5.113210577e-05, -3.601099394e+12, 2.054844913e+12, 0, -2798.180877, -4958.156221, 0
snapshot_time: 70531.86646 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 400954544.2, 114807874.2, 0, -1.362293252, 10.0841108, 0
1, 0.0009478064836, -8.053414635e+11, 2.989066123e+10, 0, -461.7376473, -12873.96668, 0
2, 0.0002837732003, 9.888775798e+11, -8.352126932e+11, 0, 6536.04894, 7805.69704, 0
3, 4.33474424e-05, -2.107603113e+12, -7.393147601e+11, 0, 2608.4361, -7289.358822, 0
4, 5.113210577e-05, 3.395660191e+12, 2.465617034e+12, 0, -3318.851236, 4541.527175, 0
snapshot_time: 71511.47572 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 102353764.4, 632942990.7, 0, -9.697981759, 2.302122381, 0
1, 0.0009478064836, -2.032079121e+11, -7.679949235e+11, 0, 12644.17468, -3273.094766, 0
2, 0.0002837732003, 4.698409241e+11, 1.198819465e+12, 0, -9550.041056, 3707.012488, 0
3, 4.33474424e-05, -2.069519135e+12, -8.392753266e+11, 0, 2954.173956, -7156.137353, 0
4, 5.113210577e-05, 9.145690091e+11, -4.068001782e+12, 0, 5532.350839, 1201.598566, 0
snapshot_time: 72491.08498 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -748249.4291, 373940841, 0, -6.11510399, -7.383679303, 0
1, 0.0009478064836, 6.96607456e+11, -3.847059106e+11, 0, 6235.768939, 11460.29896, 0
2, 0.0002837732003, -1.287466896e+12, -5.506137671e+10, 0, 416.7400976, -10222.10967, 0
3, 4.33474424e-05, -2.025793489e+12, -9.419604765e+11, 0, 3301.881419, -6998.066475, 0
4, 5.113210577e-05, -4.03543398e+12, 9.316711286e+11, 0, -1265.252346, -5557.144445, 0
snapshot_time: 73470.69423 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -662851442.8, -364814293.8, 0, 6.706036989, -8.715476394, 0
1, 0.0009478064836, 5.183958957e+11, 6.179748163e+11, 0, -9851.146058, 8273.799327, 0
2, 0.0002837732003, 4.416070555e+11, -1.219527374e+12, 0, 9552.63055, 3465.096979, 0
3, 4.33474424e-05, -1.9780487e+12, -1.036367195e+12, 0, 3638.434505, -6835.786505, 0
4, 5.113210577e-05, 2.563175826e+12, 3.316957997e+12, 0, -4471.978034, 3421.934424, 0
snapshot_time: 74450.30349 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 172541821.5, -583430000.4, 0, 10.65409271, 5.422294688, 0
1, 0.0009478064836, -5.198251301e+11, 6.308649575e+11, 0, -9875.950506, -7972.699399, 0
2, 0.0002837732003, 1.056398675e+12, 7.762365899e+11, 0, -6006.497401, 8073.235841, 0
3, 4.33474424e-05, -1.925200918e+12, -1.130221854e+12, 0, 3961.560955, -6654.670351, 0
4, 5.113210577e-05, 2.035032799e+12, -3.648675676e+12, 0, 4953.53405, 2717.798234, 0
snapshot_time: 75429.91275 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 1307345897, 211881815.2, 0, -3.861099011, 13.92853411, 0
1, 0.0009478064836, -7.349800272e+11, -3.572364027e+11, 0, 5390.59431, -11478.9784, 0
2, 0.0002837732003, -1.116688537e+12, 6.832644548e+11, 0, -5138.882758, -8667.717226, 0
3, 4.33474424e-05, -1.866598476e+12, -1.225136856e+12, 0, 4283.92094, -6450.214593, 0
4, 5.113210577e-05, -4.130377371e+12, -2.698002885e+11, 0, 377.823621, -5690.118306, 0
snapshot_time: 76409.522 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -91357401.93, 970643690.8, 0, -14.63828979, -1.833145467, 0
1, 0.0009478064836, 1.731075971e+11, -7.917050881e+11, 0, 12514.65518, 2677.397375, 0
2, 0.0002837732003, -2.551305699e+11, -1.273704672e+12, 0, 9963.987402, -1902.579954, 0
3, 4.33474424e-05, -1.806238741e+12, -1.312343351e+12, 0, 4593.731273, -6235.800483, 0
4, 5.113210577e-05, 1.522698938e+12, 3.898854454e+12, 0, -5265.417165, 2019.616041, 0
snapshot_time: 77389.13126 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -1208195780, 174950696.6, 0, -0.08850305817, -15.04643509, 0
1, 0.0009478064836, 8.035920172e+11, -6409097602, 0, -34.60883059, 12902.96961, 0
2, 0.0002837732003, 1.295183858e+12, 1.471025672e+11, 0, -1035.388692, 10053.31819, 0
3, 4.33474424e-05, -1.739848018e+12, -1.397305633e+12, 0, 4887.780334, -6011.600272, 0
4, 5.113210577e-05, 2.98879557e+12, -2.930023166e+12, 0, 3972.669517, 4003.152055, 0
snapshot_time: 78368.74052 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 255481234.9, -929753729.4, 0, 14.0729288, -1.046227758, 0
1, 0.0009478064836, 2.044488314e+11, 7.781069632e+11, 0, -12524.28406, 3049.41685, 0
2, 0.0002837732003, -6.284416152e+11, 1.16041865e+12, 0, -8844.588789, -4659.422302, 0
3, 4.33474424e-05, -1.668546626e+12, -1.48117751e+12, 0, 5176.868734, -5766.041, 0
4, 5.113210577e-05, -3.877373287e+12, -1.448492213e+12, 0, 1990.600879, -5344.085704, 0
snapshot_time: 79348.34977 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 981194641.6, -214539765.3, 0, 3.351508638, 13.01596521, 0
1, 0.0009478064836, -7.193059697e+11, 3.671150952e+11, 0, -5726.444215, -11493.6179, 0
2, 0.0002837732003, -8.714247133e+11, -9.827888496e+11, 0, 7513.896572, -6657.29604, 0
3, 4.33474424e-05, -1.595544775e+12, -1.560819633e+12, 0, 5449.85191, -5504.14123, 0
4, 5.113210577e-05, 3.582701821e+11, 4.162705259e+12, 0, -5632.136561, 445.3747942, 0
snapshot_time: 80327.95903 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 544953.2266, 950282367.6, 0, -11.44336588, 4.633935579, 0
1, 0.0009478064836, -4.773700332e+11, -6.510962167e+11, 0, 10313.13668, -7665.382827, 0
2, 0.0002837732003, 1.157938867e+12, -5.646184841e+11, 0, 4472.178629, 9201.906577, 0
3, 4.33474424e-05, -1.518252288e+12, -1.634247215e+12, 0, 5710.946779, -5240.487712, 0
4, 5.113210577e-05, 3.698860363e+12, -1.972243943e+12, 0, 2673.35186, 4956.105249, 0
snapshot_time: 81307.56829 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -310733785.1, 403685074.8, 0, -6.753139921, -7.872395135, 0
1, 0.0009478064836, 5.398025554e+11, -5.962150767e+11, 0, 9714.976357, 8492.329017, 0
2, 0.0002837732003, 1.042468088e+11, 1.282625611e+12, 0, -10211.20098, 917.7666634, 0
3, 4.33474424e-05, -1.436506849e+12, -1.705568067e+12, 0, 5959.228275, -4959.635373, 0
4, 5.113210577e-05, -3.297735865e+12, -2.505197148e+12, 0, 3434.537885, -4548.58453, 0
snapshot_time: 82287.17754 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -222054760, -374241254.1, 0, 4.739496887, -7.894413181, 0
1, 0.0009478064836, 7.102566025e+11, 3.762248791e+11, 0, -5897.440269, 11491.93124, 0
2, 0.0002837732003, -1.233952667e+12, -4.044422663e+11, 0, 3069.689808, -9677.388194, 0
3, 4.33474424e-05, -1.350770577e+12, -1.775482968e+12, 0, 6193.828004, -4658.921546, 0
4, 5.113210577e-05, -8.352944021e+11, 4.08528324e+12, 0, -5537.855497, -1174.339775, 0
snapshot_time: 83266.7868 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -159670411.9, -310014393.2, 0, 9.011295764, 1.462896148, 0
1, 0.0009478064836, -2.08031975e+11, 7.828946204e+11, 0, -12386.07064, -3305.291381, 0
2, 0.0002837732003, 7.097067191e+11, -1.089384415e+12, 0, 8467.509824, 5565.380563, 0
3, 4.33474424e-05, -1.265215817e+12, -1.836676797e+12, 0, 6412.543422, -4357.634936, 0
4, 5.113210577e-05, 4.108590007e+12, -8.541786569e+11, 0, 1162.324281, 5503.524893, 0
snapshot_time: 84246.39606 yr
